,RecordID,TicketNumber,DateIssued,StreetName,TimeIssued,StreetNumber,LicenseState,WaiverRequestDate,WaiverGrantedDate,AppealDate,AppealGrantedDate,ViolationDescription,AppealStatus,Location,LicensePlateAnon,Coords
364609,364610,87926326,2017-05-31T00:00:00.000Z,15TH ST NW,20:46,328,VA,,,,,Curb Painted Yellow,n/a,328 15TH ST NW,105539,"(38.036865, -78.4987846938292)"
19158,20159,00203869,2017-05-31T14:09:53.000Z,10TH ST NE,14:10,100,VA,,,,,Overtime Parking,n/a,100 10TH ST NE,126766,"(38.0298513, -78.4727342)"
364499,364500,87862309,2017-06-01T00:00:00.000Z,7TH ST NW,09:08,120,VA,,,,,Other,n/a,120 7TH ST NW,132029,"(38.0316633602789, -78.4895596738207)"
19179,20180,00203892,2017-06-01T10:55:24.000Z,11TH ST NE,10:55,200,VA,,,,,No Parking any time,n/a,200 11TH ST NE,109150,"(38.02839, -78.472023)"
19181,20182,00203894,2017-06-01T13:24:41.000Z,BOLLING AVE,13:24,700,VA,,,,,Parking 20ft of Intersection,n/a,700 BOLLING AVE,109476,"(38.023438, -78.479627)"
364140,364141,87700627,2017-06-03T00:00:00.000Z,15TH ST NW,21:30,200,VA,,,,,12 Inches From Curb,n/a,200 15TH ST NW,105539,"(38.0351591, -78.4995548533032)"
19304,20305,00204036,2017-06-05T13:02:41.000Z,7TH ST NE,13:02,300,VA,,,,,Warning,n/a,300 7TH ST NE,95039,"(38.031242, -78.47601)"
19470,20471,00204204,2017-06-07T08:56:14.000Z,DRUID AVE,08:56,600,VA,,,,,LT Side to Curb,n/a,600 DRUID AVE,85440,"(38.020298, -78.484005)"
19471,20472,00204205,2017-06-07T08:59:21.000Z,EARLY ST,08:59,1500,VA,,,,,LT Side to Curb,n/a,1500 EARLY ST,109073,"(38.01830345, -78.4841179127258)"
19529,20530,00204263,2017-06-07T12:35:25.000Z,DRUID AVE,12:35,1000,VA,,,,,LT Side to Curb,n/a,1000 DRUID AVE,107297,"(38.01726095, -78.4777525012105)"
19533,20534,00204267,2017-06-07T12:40:04.000Z,ALTAVISTA AVE,12:40,700,VA,,,,,LT Side to Curb,n/a,700 ALTAVISTA AVE,134380,"(38.02026975, -78.4819255832469)"
19534,20535,00204268,2017-06-07T12:43:13.000Z,RIALTO ST,12:43,1000,VA,,,,,LT Side to Curb,n/a,1000 RIALTO ST,65109,"(38.016239, -78.482933)"
19557,20558,00204291,2017-06-07T13:57:17.000Z,2ND ST NE,13:57,400,VA,,,,,LT Side to Curb,n/a,400 2ND ST NE,103859,"(38.032856, -78.479579)"
358409,358410,86877005,2017-06-08T00:00:00.000Z,CENTER AVE,12:47,2219,VA,,,,,LT Side to Curb,n/a,2219 CENTER AVE,108488,"(38.02525945, -78.510728914869)"
19574,20575,00204309,2017-06-08T09:22:56.000Z,7TH ST SW,09:22,300,MA,,,,,Blocking Drive ,n/a,300 7TH ST SW,9461,"(38.03004025, -78.490030264596)"
19681,20682,00204416,2017-06-09T11:59:10.000Z,10TH ST NW,11:59,300,CO,,,,,No Parking any time,n/a,300 10TH ST NW,1842,"(38.03523435, -78.4931775900304)"
19745,20746,00204487,2017-06-12T13:21:03.000Z,EDGEWOOD LN,13:21,1900,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,1900 EDGEWOOD LN,42663,"(38.044589, -78.501004)"
19972,20973,00204716,2017-06-14T14:10:23.000Z,BING LN,14:10,900,VA,,,,,No Parking any time,n/a,900 BING LN,109414,"(38.0197859, -78.5079382031598)"
20056,21057,00204803,2017-06-16T10:52:35.000Z,VALLEY RD,10:52,200,VA,,,,,No Parking any time,n/a,200 VALLEY RD,108860,"(38.0307112, -78.5082282)"
358415,358416,86877326,2017-06-17T00:00:00.000Z,14TH ST NW,14:55,304,VA,,,,,Curb Painted Yellow,n/a,304 14TH ST NW,115224,"(38.0362414, -78.49805686003)"
363647,363648,87557802,2017-06-19T00:00:00.000Z,13TH ST NE,11:05,100,RI,,,,,Overtime Parking,n/a,100 13TH ST NE,25209,"(38.028369, -78.467304)"
20191,21192,00204948,2017-06-19T13:52:49.000Z,MADISON AVE,13:52,600,VA,,,,,LT Side to Curb,n/a,600 MADISON AVE,103950,"(38.040953, -78.495533)"
363648,363649,87557902,2017-06-20T00:00:00.000Z,10 1/2 ST NW,11:25,12,VA,,,,,Overtime Parking,n/a,12 10 1/2 ST NW,85923,"(38.037597, -78.493246)"
20262,21263,00205024,2017-06-20T13:31:01.000Z,BAINBRIDGE ST,13:31,500,VA,,,,,Warning,n/a,500 BAINBRIDGE ST,69807,"(38.0231582786885, -78.4725775081967)"
20266,21267,00205028,2017-06-20T14:06:50.000Z,OBSERVATORY AVE,14:06,100,VA,,,,,Permit Zone w/o Permit,n/a,100 OBSERVATORY AVE,87396,"(38.026594, -78.513472)"
345771,346772,86070316,2017-06-21T00:00:00.000Z,7TH ST NE,14:04,520,FL,,,,,Permit Zone w/o Permit,n/a,520 7TH ST NE,4392,"(38.0328068979592, -78.4752345714286)"
20334,21335,00205097,2017-06-21T14:11:48.000Z,PARK LN E,14:11,600,VA,,,06/30/2017,06/30/2017,Permit Zone w/o Permit,granted,600 PARK LN E,105957,"(38.035699, -78.47532)"
20336,21337,00205099,2017-06-21T14:16:10.000Z,WINE ST,14:16,200,VA,,,,,LT Side to Curb,n/a,200 WINE ST,109050,"(38.035809, -78.47808)"
20355,21356,00205118,2017-06-22T09:38:57.000Z,EVERGREEN AVE,09:38,600,VA,,,,,LT Side to Curb,n/a,600 EVERGREEN AVE,50205,"(38.036552, -78.475086)"
20372,21373,00205135,2017-06-22T10:51:10.000Z,ELKHORN RD,10:51,100,VA,,,,,Void,n/a,100 ELKHORN RD,107112,"(38.0206794, -78.5018689012295)"
20502,21503,00205264,2017-06-23T09:40:28.000Z,CAMERON LN,09:40,100,VA,,,,,Permit Zone w/o Permit,n/a,100 CAMERON LN,109081,"(38.041253, -78.509716)"
20505,21506,00205267,2017-06-23T09:45:52.000Z,BOLLINGWOOD RD,09:45,100,VA,,,,,Permit Zone w/o Permit,n/a,100 BOLLINGWOOD RD,107583,"(38.041267, -78.509819)"
20506,21507,00205268,2017-06-23T09:49:18.000Z,MINOR RD,09:49,100,VA,,,06/23/2017,06/28/2017,Permit Zone w/o Permit,granted,100 MINOR RD,30429,"(38.039812, -78.513538)"
20560,21561,00205321,2017-06-23T11:51:45.000Z,CRESAP RD,11:51,100,VA,,,,,Permit Zone w/o Permit,n/a,100 CRESAP RD,105585,"(38.040516, -78.508165)"
20607,21608,00205368,2017-06-23T14:02:28.000Z,PATON ST,14:02,500,VA,,,,,LT Side to Curb,n/a,500 PATON ST,37794,"(38.026935, -78.502032)"
362022,362023,87215616,2017-06-27T00:00:00.000Z,PINE ST,10:30,500,VA,,,06/30/2017,07/05/2017,Permit Zone w/o Permit,denied,500 PINE ST,78304,"(38.026905, -78.494496)"
20742,21743,00205502,2017-06-27T07:57:37.000Z,RAINIER RD,07:57,700,VA,,,,,Parking 20ft of Intersection,n/a,700 RAINIER RD,66253,"(38.01901245, -78.5073086381794)"
364194,364195,87720318,2017-06-28T00:00:00.000Z,7TH ST NE,10:19,108,VA,,,,,No Parking any time,n/a,108 7TH ST NE,110286,"(38.0298098274522, -78.4766843261431)"
20808,21809,00205569,2017-06-28T11:37:02.000Z,SEMINOLE TRL,11:37,1100,VA,,,06/30/2017,07/05/2017,Handicapped Space,granted,1100 SEMINOLE TRL,119627,"(38.0683746, -78.4857573)"
20851,21852,00205612,2017-06-28T14:08:35.000Z,SHAMROCK RD,14:08,500,VA,,,,,12 Inches From Curb,n/a,500 SHAMROCK RD,84759,"(38.023625, -78.506528)"
364396,364397,87820622,2017-06-29T00:00:00.000Z,SEMINOLE TRL,15:25,1155,VA,,,,,Handicapped Space,n/a,1155 SEMINOLE TRL,46121,"(38.0667270432087, -78.4871223001916)"
362648,362649,87353509,2017-06-30T00:00:00.000Z,SONOMA ST,20:43,106,VA,,,,,Other,n/a,106 SONOMA ST,110432,"(38.0209218, -78.473143)"
364143,364144,87701221,2017-06-30T00:00:00.000Z,RUGBY AVE,02:50,1609,VA,,,,,Dual Wheeled Veh Overnight,n/a,1609 RUGBY AVE,95660,"(38.0460004478513, -78.4889083314707)"
20952,21953,00205715,2017-06-30T08:30:13.000Z,SHAMROCK RD,08:30,700,PA,,,,,LT Side to Curb,n/a,700 SHAMROCK RD,23967,"(38.024323, -78.506838)"
20957,21958,00205719,2017-06-30T08:46:30.000Z,BLENHEIM AVE,08:46,700,VA,,,,,LT Side to Curb,n/a,700 BLENHEIM AVE,74723,"(38.022664, -78.480197)"
20972,21973,00205734,2017-06-30T09:52:22.000Z,6TH ST SE,09:52,1500,VA,,,,,No Parking any time,n/a,1500 6TH ST SE,118688,"(38.01867155, -78.4849858)"
20977,21978,00205739,2017-06-30T10:09:20.000Z,6TH ST SE,10:09,200,VA,,,,,Void,n/a,200 6TH ST SE,98673,"(38.028291, -78.478115)"
20988,21989,00205754,2017-06-30T10:41:09.000Z,E MAIN ST,10:41,200,VA,,,,,Other,n/a,200 E MAIN ST,32948,"(38.0300754, -78.4792529)"
20989,21990,00205755,2017-06-30T10:53:46.000Z,PAGE ST,10:53,800,VA,,,,,Permit Zone w/o Permit,n/a,800 PAGE ST,106083,"(38.034002, -78.490201)"
21001,22002,00205767,2017-06-30T11:27:31.000Z,W MAIN ST,11:27,1000,SC,,,,,No Parking any time,n/a,1000 W MAIN ST,26052,"(38.0325762323232, -78.4950551111111)"
21038,22039,00205804,2017-06-30T12:33:32.000Z,HEDGE ST,12:33,400,VA,,,,,No Parking any time,n/a,400 HEDGE ST,115932,"(38.033639, -78.477314)"
358278,358279,86868813,2017-07-03T00:00:00.000Z,GOODMAN ST,16:21,127,NC,,,,,Blocking Drive ,n/a,127 GOODMAN ST,15584,"(38.02661105, -78.4753132810924)"
350352,350353,86325018,2017-07-04T00:00:00.000Z,RIDGE ST,18:29,801,OH,,,,,No Parking any time,n/a,801 RIDGE ST,22425,"(38.02255605, -78.4915476674763)"
363200,363201,87488413,2017-07-06T00:00:00.000Z,HINTON AVE,21:45,632,VA,,,,,Blocking Drive ,n/a,632 HINTON AVE,123558,"(38.02582435, -78.4783879859121)"
21171,22172,00205942,2017-07-06T09:19:37.000Z,RIVER VISTA AVE,09:19,1200,VA,,,,,Warning,n/a,1200 RIVER VISTA AVE,108185,"(38.038246, -78.462777)"
21177,22178,00205948,2017-07-06T09:39:00.000Z,RIVER RD,09:39,1400,VA,,,,,LT Side to Curb,n/a,1400 RIVER RD,46623,"(38.043152382108, -78.4576434864596)"
21255,22256,00206025,2017-07-06T14:27:31.000Z,COURT SQ,14:27,1,VA,,,,,Warning,n/a,1 COURT SQ,112279,"(38.0312338, -78.4773131)"
21326,22327,00206101,2017-07-07T14:19:35.000Z,ANDERSON ST,14:19,900,VA,,,,,Handicapped Space,n/a,900 ANDERSON ST,108820,"(38.035564, -78.491015)"
21332,22333,00206107,2017-07-07T14:43:03.000Z,9TH ST NW,14:43,500,VA,,,,,No Parking any time,n/a,500 9TH ST NW,108222,"(38.035549, -78.490828)"
364200,364201,87721622,2017-07-11T00:00:00.000Z,E MAIN ST,09:13,400,VA,,,,,Handicapped Space,n/a,400 E MAIN ST,33275,"(38.02980605, -78.4792609875)"
364203,364204,87721807,2017-07-12T00:00:00.000Z,7 1/2 ST SW,14:12,120,VA,,,,,Loading Zone,n/a,120 7 1/2 ST SW,104369,"(38.02747, -78.493158)"
21584,22585,00206373,2017-07-13T10:44:23.000Z,LITTLE HIGH ST,10:44,1100,VA,,,,,LT Side to Curb,n/a,1100 LITTLE HIGH ST,38041,"(38.030559, -78.470766)"
364248,364249,87765222,2017-07-14T00:00:00.000Z,3RD ST NE,11:49,101,VA,,,,,Handicapped Space,n/a,101 3RD ST NE,110815,"(38.030468, -78.480041)"
363724,363725,87573426,2017-07-14T00:00:00.000Z,PINE ST,14:10,708,VA,,,,,Curb Painted Yellow,n/a,708 PINE ST,116779,"(38.0271569, -78.4945181719274)"
363660,363661,87559325,2017-07-14T00:00:00.000Z,PINE ST,14:07,700,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,700 PINE ST,105764,"(38.026819, -78.493912)"
363400,363401,87525726,2017-07-16T00:00:00.000Z,ALTAMONT ST,14:12,111,PA,,,,,Curb Painted Yellow,n/a,111 ALTAMONT ST,24814,"(38.0349654, -78.4816656)"
364249,364250,87765422,2017-07-17T00:00:00.000Z,EASTVIEW ST,14:44,321,VA,,,07/17/2017,07/18/2017,Handicapped Space,granted,321 EASTVIEW ST,38356,"(38.014348, -78.472271)"
364148,364149,87701721,2017-07-19T00:00:00.000Z,DICE ST,02:02,600,VA,,,,,Dual Wheeled Veh Overnight,n/a,600 DICE ST,52962,"(38.0291906, -78.4898505990612)"
364253,364254,87766018,2017-07-21T00:00:00.000Z,5TH ST NE,12:02,102,VA,,,,,No Parking any time,n/a,102 5TH ST NE,124459,"(38.0300646, -78.4781698)"
21982,22983,00206786,2017-07-21T09:20:24.000Z,CARLTON AVE,09:20,1300,VA,,,,,Prohibited Zone,n/a,1300 CARLTON AVE,37351,"(38.0221001, -78.4693097223282)"
364255,364256,87766818,2017-07-22T00:00:00.000Z,1ST ST S,12:45,105,VA,,,07/23/2017,07/26/2017,No Parking any time,granted,105 1ST ST S,105193,"(38.0305602, -78.4817008)"
362562,362563,87316713,2017-07-22T00:00:00.000Z,E JEFFERSON ST,19:14,416,VA,,,,,Blocking Drive ,n/a,416 E JEFFERSON ST,39944,"(38.0314456734694, -78.4783218571429)"
364258,364259,87767122,2017-07-24T00:00:00.000Z,1ST ST N,14:28,105,VA,,,,,Handicapped Space,n/a,105 1ST ST N,106516,"(38.0309395101373, -78.4815386733303)"
361826,361827,87180818,2017-07-27T00:00:00.000Z,JEFFERSON PARK AVE,15:20,2310,VA,,,,,No Parking any time,n/a,2310 JEFFERSON PARK AVE,35128,"(38.0235864, -78.5145201839343)"
22220,23221,00207045,2017-07-27T09:46:43.000Z,CAMERON LN,09:46,200,VA,,,09/06/2017,09/08/2017,Permit Zone w/o Permit,granted,200 CAMERON LN,103142,"(38.0396022335332, -78.5108122351342)"
22224,23225,00207049,2017-07-27T09:57:01.000Z,LEWIS MOUNTAIN RD,09:57,2000,VA,,,,,Void,n/a,2000 LEWIS MOUNTAIN RD,109173,"(38.038353, -78.513546)"
364236,364237,87755325,2017-07-28T00:00:00.000Z,2ND ST NE,10:55,109,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,109 2ND ST NE,44744,"(38.0307276122449, -78.480770244898)"
364399,364400,87821107,2017-07-28T00:00:00.000Z,WERTLAND ST,15:04,300,VA,,,,,Loading Zone,n/a,300 WERTLAND ST,102257,"(38.034822, -78.499586)"
364149,364150,87701818,2017-07-30T00:00:00.000Z,STADIUM RD,02:45,1918,VA,,,,,No Parking any time,n/a,1918 STADIUM RD,52646,"(38.02862855, -78.5141730756098)"
362326,362327,87280324,2017-07-31T00:00:00.000Z,PARK ST,10:20,100,VA,,,,,Obstructing Traffic ,n/a,100 PARK ST,100084,"(38.036524, -78.475251)"
364240,364241,87756407,2017-08-01T00:00:00.000Z,5TH ST NW,14:42,120,VA,,,,,Loading Zone,n/a,120 5TH ST NW,44962,"(38.032322, -78.487208)"
22491,23492,00207328,2017-08-01T14:12:23.000Z,YORKTOWN DR,14:12,1600,VA,,,,,15ft of Fire Hydrant,n/a,1600 YORKTOWN DR,109089,"(38.054837, -78.480701)"
22505,23506,00207346,2017-08-02T09:18:08.000Z,MONTICELLO RD,09:18,1400,VA,,,,,LT Side to Curb,n/a,1400 MONTICELLO RD,110382,"(38.01932755, -78.4725516251771)"
22510,23511,00207351,2017-08-02T09:24:47.000Z,ROUGEMONT AVE,09:24,800,VA,,,,,LT Side to Curb,n/a,800 ROUGEMONT AVE,131798,"(38.015292, -78.481972)"
362439,362440,87300518,2017-08-06T00:00:00.000Z,OAKHURST CIR,11:58,114,VA,,,,,No Parking any time,n/a,114 OAKHURST CIR,105100,"(38.0310313, -78.506534983092)"
364260,364261,87767722,2017-08-08T00:00:00.000Z,2ND ST SE,12:05,108,VA,,,,,Handicapped Space,n/a,108 2ND ST SE,174553,"(38.0303547142857, -78.4807215918367)"
22698,23699,00207549,2017-08-08T09:51:16.000Z,ROSA TER,09:51,1500,VA,,,,,Warning,n/a,1500 ROSA TER,108543,"(38.01952, -78.485991)"
22901,23902,00207754,2017-08-10T13:27:17.000Z,HAZEL ST,13:27,1400,VA,,,,,Blocking Drive ,n/a,1400 HAZEL ST,115994,"(38.0334622930481, -78.4644350608803)"
364265,364266,87768825,2017-08-11T00:00:00.000Z,4TH ST NE,11:51,112,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,112 4TH ST NE,68611,"(38.0301973469388, -78.4790680612245)"
360456,360457,87066422,2017-08-13T00:00:00.000Z,E MARKET ST,08:20,801,VA,,,08/17/2017,08/22/2017,Handicapped Space,granted,801 E MARKET ST,94473,"(38.0317403, -78.4819014)"
363215,363216,87494012,2017-08-15T00:00:00.000Z,DOUGLAS AVE,20:49,220,FL,,,,,15ft of Fire Hydrant,n/a,220 DOUGLAS AVE,3800,"(38.02527095, -78.4744387150937)"
22993,23994,00207855,2017-08-15T12:06:22.000Z,HILTON DR,12:06,100,VA,,,,,Warning,n/a,100 HILTON DR,131786,"(38.0141078, -78.5098797444051)"
362421,362422,87295825,2017-08-18T00:00:00.000Z,ALTAMONT ST,08:55,404,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,404 ALTAMONT ST,44634,"(38.03405785, -78.4823086952269)"
362040,362041,87233118,2017-08-18T00:00:00.000Z,TUFTON AVE,14:24,1000,VA,,,,,No Parking any time,n/a,1000 TUFTON AVE,110921,"(38.021969, -78.474429)"
350011,350012,86300918,2017-08-19T00:00:00.000Z,UNIVERSITY CIR,20:09,14,GA,,,,,No Parking any time,n/a,14 UNIVERSITY CIR,6919,"(38.042412, -78.501545)"
362196,362197,87264218,2017-08-19T00:00:00.000Z,W MAIN ST,10:08,310,VA,,,08/23/2017,08/28/2017,No Parking any time,denied,310 W MAIN ST,125046,"(38.0303338, -78.4857821)"
362710,362711,87387618,2017-08-19T00:00:00.000Z,UNIVERSITY CIR,10:45,34,VA,,,,,No Parking any time,n/a,34 UNIVERSITY CIR,114768,"(38.0435415633547, -78.5034613397903)"
362197,362198,87264318,2017-08-21T00:00:00.000Z,PROSPECT AVE,03:23,707,VA,,,,,No Parking any time,n/a,707 PROSPECT AVE,110735,"(38.0245202, -78.49494185)"
355335,356336,86749418,2017-08-21T00:00:00.000Z,15TH ST NW,17:20,201,MD,,,,,No Parking any time,n/a,201 15TH ST NW,11360,"(38.0360726, -78.4997347255967)"
363991,363992,87642613,2017-08-21T00:00:00.000Z,PRESTON AVE,10:45,1124,VA,,,,,Blocking Drive ,n/a,1124 PRESTON AVE,106100,"(38.04309135, -78.4924350850738)"
23188,24189,00208074,2017-08-22T08:08:59.000Z,MAYWOOD LN,08:08,100,VA,,,,,No Parking any time,n/a,100 MAYWOOD LN,31610,"(38.029248, -78.509058)"
23212,24213,00208105,2017-08-22T10:43:44.000Z,GORDON AVE,10:43,1700,VA,,,,,No Parking any time,n/a,1700 GORDON AVE,44584,"(38.040359, -78.500108)"
362032,362033,87221313,2017-08-23T00:00:00.000Z,CHESAPEAKE ST,17:50,1324,PA,,,,,Blocking Drive ,n/a,1324 CHESAPEAKE ST,24782,"(38.0266170382199, -78.464825171195)"
362041,362042,87233218,2017-08-24T00:00:00.000Z,6TH ST NE,09:54,100,VA,,,,,No Parking any time,n/a,100 6TH ST NE,105283,"(38.0305438, -78.4773803)"
364389,364390,87818225,2017-08-24T00:00:00.000Z,MCINTIRE RD,19:00,900,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,900 MCINTIRE RD,105690,"(38.034326, -78.482603)"
23405,24406,00208307,2017-08-24T12:04:21.000Z,CHISHOLM PL,12:04,100,VA,,,10/18/2017,10/18/2017,Parking on Sidewalk/Blocking Sidewalk,granted,100 CHISHOLM PL,116081,"(38.026462, -78.463885)"
23412,24413,00208314,2017-08-24T12:45:56.000Z,CHERRY ST,12:46,1100,VA,,,,,LT Side to Curb,n/a,1100 CHERRY ST,110026,"(38.02487095, -78.4712485464132)"
363360,363361,87517918,2017-08-29T00:00:00.000Z,UNIVERSITY CIR,18:15,1839,VA,,,,,No Parking any time,n/a,1839 UNIVERSITY CIR,110976,"(38.041702114204, -78.5020500424765)"
363361,363362,87518018,2017-08-30T00:00:00.000Z,UNIVERSITY CIR,16:45,30,VA,,,,,No Parking any time,n/a,30 UNIVERSITY CIR,98901,"(38.043547, -78.503461)"
353337,353338,86551418,2017-08-30T00:00:00.000Z,W MAIN ST,11:16,1399,VA,,,,,No Parking any time,n/a,1399 W MAIN ST,50109,"(38.0307356, -78.4870175)"
363362,363363,87518118,2017-08-30T00:00:00.000Z,17TH ST NW,18:31,426,VA,,,,,No Parking any time,n/a,426 17TH ST NW,110800,"(38.039463532244, -78.5003074525833)"
23660,24661,00208578,2017-08-30T11:42:16.000Z,ROBERTSON AVE,11:42,200,VA,,,,,LT Side to Curb,n/a,200 ROBERTSON AVE,106987,"(38.02426285, -78.5130552652281)"
364278,364279,87770918,2017-08-31T00:00:00.000Z,4TH ST NE,14:31,116,VA,,,,,No Parking any time,n/a,116 4TH ST NE,99114,"(38.0302197959184, -78.4790570816326)"
363992,363993,87642813,2017-09-01T00:00:00.000Z,PRICE AVE,00:18,2311,PA,,,,,Blocking Drive ,n/a,2311 PRICE AVE,24824,"(38.02731336602, -78.5177717043309)"
23814,24815,00208741,2017-09-01T09:40:05.000Z,ALTAMONT CIR,09:40,400,VA,,,,,Permit Zone w/o Permit,n/a,400 ALTAMONT CIR,86002,"(38.0334669, -78.4813458854171)"
23846,24847,00208773,2017-09-01T10:32:05.000Z,LEWIS MOUNTAIN CIR,10:32,0,VA,,,,,Permit Zone w/o Permit,n/a,0 LEWIS MOUNTAIN CIR,112877,"(38.038842, -78.513765)"
23909,24910,00208835,2017-09-01T13:05:34.000Z,KING ST,13:05,1100,VA,,,,,Void,n/a,1100 KING ST,166815,"(38.028743, -78.499132)"
23916,24917,00208842,2017-09-01T13:12:07.000Z,KING ST,13:12,1200,VA,,,,,Permit Zone w/o Permit,n/a,1200 KING ST,77147,"(38.0281993, -78.5002593939687)"
23918,24919,00208844,2017-09-01T13:15:27.000Z,GROVE ST,13:15,1200,VA,,,,,Permit Zone w/o Permit,n/a,1200 GROVE ST,133571,"(38.028973, -78.500539)"
23929,24930,00208855,2017-09-01T13:29:14.000Z,PIEDMONT AVE N,13:29,100,VA,,,,,Permit Zone w/o Permit,n/a,100 PIEDMONT AVE N,88236,"(38.027342, -78.518722)"
23939,24940,00208865,2017-09-01T13:39:53.000Z,MINOR RD,13:39,2100,VA,,,,,Permit Zone w/o Permit,n/a,2100 MINOR RD,98036,"(38.040087, -78.514281)"
363677,363678,87567418,2017-09-02T00:00:00.000Z,SADLER ST,11:30,100,VA,,,,,No Parking any time,n/a,100 SADLER ST,103837,"(38.036067, -78.498523)"
23954,24955,00208881,2017-09-05T07:41:50.000Z,MORTON LN,07:41,900,VA,,,,,Permit Zone w/o Permit,n/a,900 MORTON LN,117762,"(38.035395, -78.493115)"
24024,25025,00208956,2017-09-05T10:49:24.000Z,7 1/2 ST SW,10:49,300,VA,,,,,Permit Zone w/o Permit,n/a,300 7 1/2 ST SW,112892,"(38.029517, -78.491306)"
24043,25044,00208975,2017-09-05T11:26:38.000Z,6TH ST SW,11:26,300,VA,,,,,No Parking any time,n/a,300 6TH ST SW,34134,"(38.029137, -78.4896)"
363363,363364,87518213,2017-09-06T00:00:00.000Z,JOHN ST,16:16,1223,SC,,,,,Blocking Drive ,n/a,1223 JOHN ST,25805,"(38.0368413589744, -78.4964787435897)"
24106,25107,00209038,2017-09-06T10:27:33.000Z,PARKWAY ST,10:27,300,VA,,,09/07/2017,09/08/2017,Permit Zone w/o Permit,granted,300 PARKWAY ST,65153,"(38.035038, -78.477976)"
24120,25121,00209052,2017-09-06T13:10:49.000Z,GROVE AVE,13:10,500,VA,,,,,Permit Zone w/o Permit,n/a,500 GROVE AVE,44826,"(38.032016, -78.469545)"
364281,364282,87771822,2017-09-08T00:00:00.000Z,3RD ST SE,08:13,106,VA,,,,,Handicapped Space,n/a,106 3RD ST SE,108561,"(38.0301459183673, -78.479972244898)"
24369,25370,00209300,2017-09-08T09:42:52.000Z,13TH ST NW,09:42,500,VA,,,,,Permit Zone w/o Permit,n/a,500 13TH ST NW,110304,"(38.038927, -78.495673)"
361849,361850,87195618,2017-09-09T00:00:00.000Z,JEFFERSON PARK AVE,11:45,1905,VA,,,,,No Parking any time,n/a,1905 JEFFERSON PARK AVE,107381,"(38.0276062, -78.5118527153646)"
362711,362712,87387713,2017-09-10T00:00:00.000Z,ROSA TER,10:23,1508,VA,,,,,Blocking Drive ,n/a,1508 ROSA TER,89148,"(38.01898665, -78.4860865067012)"
364283,364284,87772028,2017-09-11T00:00:00.000Z,1ST ST S,15:34,110,VA,,,,,Occupying Adjoining Space,n/a,110 1ST ST S,105812,"(38.030576877551, -78.4814907959184)"
24436,25437,00209377,2017-09-11T10:04:25.000Z,PAGE ST,10:04,900,VA,,,,,Permit Zone w/o Permit,n/a,900 PAGE ST,108844,"(38.03472425, -78.4919922607628)"
362564,362565,87316922,2017-09-12T00:00:00.000Z,W JEFFERSON ST,19:15,200,VA,,,,,Handicapped Space,n/a,200 W JEFFERSON ST,110660,"(38.03194, -78.479958)"
363917,363918,87612618,2017-09-13T00:00:00.000Z,7TH ST NW,15:05,200,VA,,,,,No Parking any time,n/a,200 7TH ST NW,127080,"(38.0317572, -78.4896188)"
24756,25757,00209703,2017-09-13T11:51:50.000Z,15TH ST NW,11:51,600,VA,,,10/06/2017,10/11/2017,No Parking any time,denied,600 15TH ST NW,110514,"(38.040571, -78.497034)"
355050,356051,86726906,2017-09-14T00:00:00.000Z,ROSE HILL DR,08:50,900,VA,,,,,Double Parking ,n/a,900 ROSE HILL DR,126208,"(38.037932, -78.4876211)"
364287,364288,87772418,2017-09-14T00:00:00.000Z,5TH ST SE,08:30,103,VA,,,,,No Parking any time,n/a,103 5TH ST SE,110053,"(38.0295082, -78.4787402)"
363871,363872,87604218,2017-09-16T00:00:00.000Z,HAMMOND ST,08:05,100,VA,,,,,No Parking any time,n/a,100 HAMMOND ST,107321,"(38.021232, -78.512879)"
355340,356341,86749818,2017-09-17T00:00:00.000Z,UNIVERSITY CIR,15:50,2,FL,,,,,No Parking any time,n/a,2 UNIVERSITY CIR,4223,"(38.043132, -78.502057)"
355343,356344,86749918,2017-09-17T00:00:00.000Z,UNIVERSITY WAY,17:19,68,NY,,,,,No Parking any time,n/a,68 UNIVERSITY WAY,21300,"(38.041293, -78.501859)"
24986,25987,00209946,2017-09-18T08:06:47.000Z,AMHERST ST,08:06,1600,VA,,,,,Blocking Drive ,n/a,1600 AMHERST ST,83254,"(38.04242685, -78.4868039970606)"
364223,364224,87742612,2017-09-19T00:00:00.000Z,SPRIGG LN,08:09,210,IL,,,,,15ft of Fire Hydrant,n/a,210 SPRIGG LN,7845,"(38.0387657133367, -78.5084483133937)"
362434,362435,87298602,2017-09-21T00:00:00.000Z,2ND ST NW,16:39,201,VA,,,,,Overtime Parking,n/a,201 2ND ST NW,106565,"(38.03231005, -78.4821355999081)"
360458,360459,87066518,2017-09-22T00:00:00.000Z,LOCUST AVE,06:20,459,VA,,,,,No Parking any time,n/a,459 LOCUST AVE,84359,"(38.0321004546867, -78.4711946331353)"
